participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,bms_experiment.1.player.id_in_group,bms_experiment.1.player.trans_cond,bms_experiment.1.player.age,bms_experiment.1.player.gender,bms_experiment.1.player.installed,bms_experiment.1.player.competence,bms_experiment.1.player.competence_neg,bms_experiment.1.player.benevolence,bms_experiment.1.player.benevolence_neg,bms_experiment.1.player.no_central_entity,bms_experiment.1.player.no_central_entity_neg,bms_experiment.1.player.anonymity,bms_experiment.1.player.anonymity_neg,bms_experiment.1.player.no_tracking,bms_experiment.1.player.no_tracking_neg,bms_experiment.1.player.unlinkabilty,bms_experiment.1.player.unlinkabilty_neg,bms_experiment.1.player.understanding,bms_experiment.1.player.q1_a1,bms_experiment.1.player.q1_a2,bms_experiment.1.player.q1_a3,bms_experiment.1.player.q1_a4,bms_experiment.1.player.q1_a5,bms_experiment.1.player.q2_a1,bms_experiment.1.player.q2_a2,bms_experiment.1.player.q2_a3,bms_experiment.1.player.q2_a4,bms_experiment.1.player.q2_a5,bms_experiment.1.player.q3_a1,bms_experiment.1.player.q3_a2,bms_experiment.1.player.q3_a3,bms_experiment.1.player.q3_a4,bms_experiment.1.player.q3_a5,bms_experiment.1.player.q4_a1,bms_experiment.1.player.q4_a2,bms_experiment.1.player.q4_a3,bms_experiment.1.player.q4_a4,bms_experiment.1.player.q4_a5,bms_experiment.1.player.attentive_1,bms_experiment.1.player.attentive_2,bms_experiment.1.player.finished,bms_experiment.1.player.payoff,bms_experiment.1.group.id_in_subsession,bms_experiment.1.subsession.round_number,bms_experiment.2.player.id_in_group,bms_experiment.2.player.trans_cond,bms_experiment.2.player.age,bms_experiment.2.player.gender,bms_experiment.2.player.installed,bms_experiment.2.player.competence,bms_experiment.2.player.competence_neg,bms_experiment.2.player.benevolence,bms_experiment.2.player.benevolence_neg,bms_experiment.2.player.no_central_entity,bms_experiment.2.player.no_central_entity_neg,bms_experiment.2.player.anonymity,bms_experiment.2.player.anonymity_neg,bms_experiment.2.player.no_tracking,bms_experiment.2.player.no_tracking_neg,bms_experiment.2.player.unlinkabilty,bms_experiment.2.player.unlinkabilty_neg,bms_experiment.2.player.understanding,bms_experiment.2.player.q1_a1,bms_experiment.2.player.q1_a2,bms_experiment.2.player.q1_a3,bms_experiment.2.player.q1_a4,bms_experiment.2.player.q1_a5,bms_experiment.2.player.q2_a1,bms_experiment.2.player.q2_a2,bms_experiment.2.player.q2_a3,bms_experiment.2.player.q2_a4,bms_experiment.2.player.q2_a5,bms_experiment.2.player.q3_a1,bms_experiment.2.player.q3_a2,bms_experiment.2.player.q3_a3,bms_experiment.2.player.q3_a4,bms_experiment.2.player.q3_a5,bms_experiment.2.player.q4_a1,bms_experiment.2.player.q4_a2,bms_experiment.2.player.q4_a3,bms_experiment.2.player.q4_a4,bms_experiment.2.player.q4_a5,bms_experiment.2.player.attentive_1,bms_experiment.2.player.attentive_2,bms_experiment.2.player.finished,bms_experiment.2.player.payoff,bms_experiment.2.group.id_in_subsession,bms_experiment.2.subsession.round_number
176,smljnvwq,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
177,h07eb7j2,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
178,es4k92zt,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
179,rvdsowey,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
180,21nwui3v,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
181,9kdxtuax,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
182,oive2iwg,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
183,bo2wx7ii,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
184,l7t8d9kz,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
185,y7syj1mp,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
186,2iezpndf,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
187,jvxyp1ix,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
188,lkiwtkkb,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
189,a4qpk46c,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
190,dquhc54b,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
191,mfetiif5,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
192,6m1fm4x0,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
193,rpkqm61j,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
194,few9og85,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
195,43m5nmpw,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
196,ybpu4dw8,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
197,7fossqrx,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
198,nzgl5zur,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
199,3h8vt0ij,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
200,akilm98s,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
201,101598fk,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
202,um7u79py,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
203,1hgssgx1,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
204,lt0yj0s1,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
205,mvc36gdz,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
206,mpmwxcdi,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
207,78w7jnyd,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
208,uf7wwkwj,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
209,limwx3f8,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
210,9nutah0w,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
211,h696kt6f,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
212,xisa7t0h,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
213,f2vrxwta,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
214,ms1l56pl,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
215,xdtuwq35,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
216,b9hewqn7,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
217,2rfjul2n,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
218,bnqzcp0o,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
219,xmct6ix9,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
220,11omp9ue,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
221,paaw187a,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
222,b7329aw4,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
223,wibe2y21,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
224,03am081s,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
225,qkfnwo4h,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
226,dr2tlns1,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
227,3h1z8lfl,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
228,578f35od,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
229,oqtvk1xx,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
230,tt1pxqrh,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
231,fzeo8he0,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
232,jw3e8v3f,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
233,u5xpya5j,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
234,ygkzf25p,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
235,pnuyzum4,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
236,k73n48iu,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
237,a7cvcpzs,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
238,z7rr0vk5,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
239,gnride89,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
240,onb9vrs9,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
241,hivqmaky,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
242,1z3av6f7,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
243,vnxn7l7y,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
244,mdsh12xg,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
245,65ee9f41,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
246,iposvgob,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
247,w6rnxmfe,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
248,hffe2yrr,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
249,junrpwwm,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
250,vso8qbjx,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
251,wxo7mpws,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
252,2fjkyfmg,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
253,g02bx7pa,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
254,jkbnnozn,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
255,1n765rgv,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
256,rs6ymzpk,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
257,cd5y1rcl,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
258,mwux6zhj,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
259,qrjiatwq,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
